date,Production(KWh),Consumption(KWh)
2023-10-25 0:00:00,0.0,9.7
2023-10-25 1:00:00,0.0,9.5
2023-10-25 2:00:00,0.0,9.2
2023-10-25 3:00:00,0.0,9.3
2023-10-25 4:00:00,0.0,8.7
2023-10-25 5:00:00,0.0,8.3
2023-10-25 6:00:00,0.0,8.3
2023-10-25 7:00:00,1.0,8.6
2023-10-25 8:00:00,5.6,9.1
2023-10-25 9:00:00,23.1,9.9
2023-10-25 10:00:00,33.7,10.9
2023-10-25 11:00:00,37.6,11.6
2023-10-25 12:00:00,38.0,12.0
2023-10-25 13:00:00,37.9,11.8
2023-10-25 14:00:00,33.7,11.6
2023-10-25 15:00:00,23.7,11.7
2023-10-25 16:00:00,13.4,12.1
2023-10-25 17:00:00,2.4,12.6
2023-10-25 18:00:00,0.7,12.4
2023-10-25 19:00:00,0.0,11.9
2023-10-25 20:00:00,0.0,11.3
2023-10-25 21:00:00,0.0,11.4
2023-10-25 22:00:00,0.0,10.1
2023-10-25 23:00:00,0.0,9.1
