date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-06-30 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 0:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-06-30 0:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 0:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 1:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 1:30:00,0.6,0.1,0.0,1.0,0.0,0.5
2020-06-30 1:45:00,1.4,0.0,0.0,2.0,0.0,0.5
2020-06-30 2:0:00,0.3,0.1,0.0,0.6,0.0,0.4
2020-06-30 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 2:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 3:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 3:30:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-06-30 3:45:00,1.0,0.0,0.0,1.4,0.0,0.5
2020-06-30 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 4:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 4:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 4:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 5:15:00,0.4,0.1,0.0,0.7,0.0,0.4
2020-06-30 5:30:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-06-30 5:45:00,0.5,0.1,0.0,0.8,0.0,0.4
2020-06-30 6:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 6:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 6:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 6:45:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 7:0:00,0.0,0.1,0.1,0.0,0.0,0.0
2020-06-30 7:15:00,0.0,0.0,0.0,1.0,0.0,1.0
2020-06-30 7:30:00,0.0,0.9,0.9,1.9,0.0,1.9
2020-06-30 7:45:00,0.0,1.4,1.4,0.1,0.0,0.1
2020-06-30 8:0:00,0.0,1.8,1.8,0.0,0.0,0.0
2020-06-30 8:15:00,0.0,1.9,1.8,0.2,0.0,0.3
2020-06-30 8:30:00,0.0,1.8,1.6,0.2,0.0,0.4
2020-06-30 8:45:00,0.0,2.0,1.8,0.2,0.0,0.3
2020-06-30 9:0:00,0.0,2.1,1.8,0.2,0.0,0.4
2020-06-30 9:15:00,0.0,0.6,2.1,1.7,0.0,0.2
2020-06-30 9:30:00,0.0,2.6,3.6,1.4,0.0,0.3
2020-06-30 9:45:00,0.0,4.3,4.3,0.0,0.0,0.1
2020-06-30 10:0:00,0.0,4.9,4.9,0.0,0.0,0.0
2020-06-30 10:15:00,0.0,7.2,7.2,0.0,0.0,0.0
2020-06-30 10:30:00,0.0,7.1,7.1,0.1,0.0,0.1
2020-06-30 10:45:00,0.0,8.1,8.1,0.0,0.0,0.0
2020-06-30 11:0:00,0.0,0.7,8.5,0.7,7.1,0.0
2020-06-30 11:15:00,0.0,0.0,7.1,2.0,5.1,0.0
2020-06-30 11:30:00,0.0,0.0,5.8,1.1,4.8,0.0
2020-06-30 11:45:00,0.0,0.0,4.9,0.4,4.4,0.0
2020-06-30 12:0:00,0.0,0.0,5.3,0.4,4.9,0.0
2020-06-30 12:15:00,0.0,0.0,5.5,0.4,5.1,0.0
2020-06-30 12:30:00,0.0,0.0,7.5,0.4,7.1,0.0
2020-06-30 12:45:00,0.0,0.0,7.8,0.4,7.3,0.0
2020-06-30 13:0:00,0.0,0.0,8.5,1.3,7.2,0.0
2020-06-30 13:15:00,0.0,0.0,10.8,2.0,8.8,0.0
2020-06-30 13:30:00,0.0,0.0,9.0,0.7,8.3,0.0
2020-06-30 13:45:00,0.0,0.0,8.8,0.4,8.4,0.0
2020-06-30 14:0:00,0.0,0.0,7.6,0.4,7.2,0.0
2020-06-30 14:15:00,0.0,0.0,6.2,0.4,5.8,0.0
2020-06-30 14:30:00,0.0,0.0,6.4,0.4,6.0,0.0
2020-06-30 14:45:00,0.0,0.0,4.7,0.5,4.2,0.0
2020-06-30 15:0:00,0.0,0.0,5.6,1.9,3.6,0.0
2020-06-30 15:15:00,0.0,0.0,5.5,1.4,4.0,0.0
2020-06-30 15:30:00,0.0,0.0,4.4,0.4,3.9,0.0
2020-06-30 15:45:00,0.0,0.0,3.5,0.4,3.1,0.0
2020-06-30 16:0:00,0.0,0.0,4.2,0.4,3.7,0.0
2020-06-30 16:15:00,0.0,0.0,6.8,0.4,6.4,0.0
2020-06-30 16:30:00,0.0,0.0,6.5,0.5,6.0,0.0
2020-06-30 16:45:00,0.0,0.0,5.1,1.0,4.1,0.0
2020-06-30 17:0:00,0.0,0.0,3.5,1.9,1.6,0.0
2020-06-30 17:15:00,0.0,0.0,1.9,0.8,1.1,0.0
2020-06-30 17:30:00,0.0,2.0,1.9,0.1,0.0,0.2
2020-06-30 17:45:00,0.0,2.9,2.8,0.1,0.0,0.2
2020-06-30 18:0:00,0.0,2.5,2.6,0.1,0.0,0.1
2020-06-30 18:15:00,0.0,3.7,3.9,0.0,0.2,0.0
2020-06-30 18:30:00,0.0,0.0,4.1,0.4,3.6,0.0
2020-06-30 18:45:00,0.0,0.0,2.5,1.6,0.9,0.0
2020-06-30 19:0:00,0.0,0.0,1.7,1.7,0.2,0.1
2020-06-30 19:15:00,0.0,0.0,1.2,0.4,0.8,0.0
2020-06-30 19:30:00,0.0,0.0,1.0,0.5,0.5,0.0
2020-06-30 19:45:00,0.0,0.1,0.2,0.3,0.1,0.3
2020-06-30 20:0:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 20:15:00,0.0,0.0,0.6,0.4,0.1,0.0
2020-06-30 20:30:00,0.3,0.0,0.6,0.7,0.3,0.0
2020-06-30 20:45:00,1.4,0.0,0.1,1.9,0.0,0.4
2020-06-30 21:0:00,0.7,0.0,0.0,1.0,0.0,0.3
2020-06-30 21:15:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 21:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 21:45:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-30 22:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 22:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 22:30:00,0.5,0.1,0.0,1.0,0.0,0.5
2020-06-30 22:45:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-06-30 23:0:00,0.2,0.1,0.0,0.6,0.0,0.5
2020-06-30 23:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 23:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-30 23:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-30 24:0:00,0.0,0.1,0.0,0.3,0.0,0.4
