date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-11-09 0:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 0:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 0:30:00,0.0,0.2,0.0,0.4,0.0,0.6
2020-11-09 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 1:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 1:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 1:30:00,0.8,0.1,0.0,1.3,0.0,0.5
2020-11-09 1:45:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-11-09 2:0:00,0.9,0.0,0.0,1.3,0.0,0.4
2020-11-09 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 2:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 2:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 3:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 3:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-11-09 3:45:00,1.5,0.0,0.0,2.1,0.0,0.5
2020-11-09 4:0:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-11-09 4:15:00,0.1,0.1,0.0,0.5,0.0,0.4
2020-11-09 4:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 4:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 5:45:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-11-09 6:0:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-11-09 6:15:00,0.0,0.1,0.0,1.7,0.0,1.8
2020-11-09 6:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 6:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 7:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 7:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 7:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-11-09 7:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-09 8:0:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-11-09 8:15:00,1.0,0.0,0.1,1.9,0.0,0.8
2020-11-09 8:30:00,0.7,0.0,0.0,1.1,0.0,0.4
2020-11-09 8:45:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-11-09 9:0:00,0.1,0.0,0.0,0.1,0.0,0.1
2020-11-09 9:15:00,0.0,0.2,0.3,0.1,0.0,0.1
2020-11-09 9:30:00,0.0,1.3,1.3,0.2,0.0,0.1
2020-11-09 9:45:00,0.0,2.6,2.7,0.1,0.0,0.1
2020-11-09 10:0:00,0.0,0.8,0.8,0.2,0.0,0.2
2020-11-09 10:15:00,0.2,0.4,1.5,1.7,0.0,0.4
2020-11-09 10:30:00,0.1,1.5,2.8,1.9,0.0,0.5
2020-11-09 10:45:00,0.0,6.3,6.8,0.8,0.0,0.3
2020-11-09 11:0:00,0.0,6.1,6.1,0.2,0.0,0.2
2020-11-09 11:15:00,0.0,5.3,5.3,0.1,0.0,0.1
2020-11-09 11:30:00,0.0,3.8,3.9,0.2,0.0,0.2
2020-11-09 11:45:00,0.0,4.3,4.3,0.2,0.0,0.2
2020-11-09 12:0:00,0.0,4.8,4.9,0.3,0.0,0.3
2020-11-09 12:15:00,0.0,3.6,4.1,0.6,0.1,0.2
