date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-08-30 0:0:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-08-30 0:15:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-08-30 0:30:00,0.1,0.1,0.0,0.5,0.0,0.5
2020-08-30 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 1:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 1:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 1:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 1:45:00,0.0,0.3,0.0,1.0,0.0,1.3
2020-08-30 2:0:00,0.0,0.3,0.0,1.0,0.0,1.3
2020-08-30 2:15:00,0.0,0.3,0.0,0.9,0.0,1.2
2020-08-30 2:30:00,0.0,0.3,0.0,0.9,0.0,1.2
2020-08-30 2:45:00,0.0,0.3,0.0,0.8,0.0,1.1
2020-08-30 3:0:00,0.0,0.3,0.0,0.8,0.0,1.1
2020-08-30 3:15:00,0.0,0.2,0.0,0.7,0.0,1.0
2020-08-30 3:30:00,0.0,0.2,0.0,0.7,0.0,0.9
2020-08-30 3:45:00,0.0,0.2,0.0,0.6,0.0,0.9
2020-08-30 4:0:00,0.0,0.2,0.0,0.6,0.0,0.8
2020-08-30 4:15:00,0.0,0.2,0.0,0.5,0.0,0.7
2020-08-30 4:30:00,0.0,0.2,0.0,0.5,0.0,0.7
2020-08-30 4:45:00,0.0,0.2,0.0,0.4,0.0,0.6
2020-08-30 5:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 5:15:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-08-30 5:30:00,0.0,0.1,0.0,0.9,0.0,1.0
2020-08-30 5:45:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-08-30 6:0:00,0.0,0.1,0.0,1.6,0.0,1.7
2020-08-30 6:15:00,0.0,0.2,0.0,2.9,0.0,3.1
2020-08-30 6:30:00,0.0,0.1,0.0,1.8,0.0,2.0
2020-08-30 6:45:00,0.0,0.1,0.0,1.1,0.0,1.2
2020-08-30 7:0:00,0.0,0.2,0.2,0.4,0.0,0.5
2020-08-30 7:15:00,0.0,0.5,0.6,0.7,0.0,0.5
2020-08-30 7:30:00,0.0,0.7,1.1,0.9,0.0,0.5
2020-08-30 7:45:00,0.0,0.9,1.5,1.1,0.0,0.5
2020-08-30 8:0:00,0.0,1.1,2.0,1.3,0.0,0.4
2020-08-30 8:15:00,0.0,1.4,2.4,1.5,0.0,0.4
2020-08-30 8:30:00,0.0,1.6,2.9,1.7,0.0,0.4
2020-08-30 8:45:00,0.0,3.1,4.2,1.5,0.0,0.4
2020-08-30 9:0:00,0.0,3.9,3.9,0.1,0.0,0.1
2020-08-30 9:15:00,0.0,4.2,4.2,0.2,0.0,0.2
2020-08-30 9:30:00,0.0,5.2,5.2,0.2,0.0,0.2
2020-08-30 9:45:00,0.0,6.5,6.5,0.2,0.0,0.2
2020-08-30 10:0:00,0.0,7.9,7.9,0.1,0.0,0.1
2020-08-30 10:15:00,0.0,8.9,9.0,0.1,0.0,0.1
2020-08-30 10:30:00,0.0,2.3,7.8,1.8,3.8,0.1
2020-08-30 10:45:00,0.0,0.0,8.3,1.9,6.3,0.0
2020-08-30 11:0:00,0.0,0.0,8.4,0.8,7.6,0.0
2020-08-30 11:15:00,0.0,0.0,10.9,0.5,10.5,0.0
2020-08-30 11:30:00,0.0,0.0,12.3,0.5,11.7,0.0
2020-08-30 11:45:00,0.0,0.0,18.7,0.6,18.1,0.0
2020-08-30 12:0:00,0.0,0.0,16.0,0.6,15.4,0.0
2020-08-30 12:15:00,0.0,0.0,7.1,0.5,6.6,0.0
2020-08-30 12:30:00,0.0,0.0,5.9,1.3,4.6,0.0
2020-08-30 12:45:00,0.0,0.0,6.5,2.0,4.5,0.0
2020-08-30 13:0:00,0.0,0.0,8.6,1.4,7.2,0.0
2020-08-30 13:15:00,0.0,0.0,11.2,0.5,10.7,0.0
2020-08-30 13:30:00,0.0,0.0,12.0,0.5,11.4,0.0
2020-08-30 13:45:00,0.0,0.0,13.1,0.6,12.5,0.0
2020-08-30 14:0:00,0.0,0.0,16.6,0.7,15.9,0.0
2020-08-30 14:15:00,0.0,0.0,14.0,0.6,13.4,0.0
2020-08-30 14:30:00,0.0,0.0,20.9,1.0,19.8,0.0
2020-08-30 14:45:00,0.0,0.0,15.4,2.1,13.2,0.0
2020-08-30 15:0:00,0.0,0.0,10.4,1.9,8.4,0.0
2020-08-30 15:15:00,0.0,0.0,19.5,0.6,18.8,0.0
2020-08-30 15:30:00,0.0,0.0,19.5,0.7,18.7,0.0
2020-08-30 15:45:00,0.0,0.0,22.1,0.7,21.4,0.0
2020-08-30 16:0:00,0.0,0.0,21.6,0.7,21.0,0.0
2020-08-30 16:15:00,0.0,0.0,18.1,0.6,17.5,0.0
2020-08-30 16:30:00,0.0,0.0,17.7,0.6,17.1,0.0
2020-08-30 16:45:00,0.0,2.9,14.2,2.6,8.7,0.0
2020-08-30 17:0:00,0.0,4.9,12.6,2.0,5.9,0.1
2020-08-30 17:15:00,0.0,0.0,10.2,0.8,9.4,0.0
2020-08-30 17:30:00,0.0,0.0,8.7,0.6,8.1,0.0
2020-08-30 17:45:00,0.0,0.0,8.2,0.6,7.6,0.0
2020-08-30 18:0:00,0.0,0.0,5.7,0.5,5.2,0.0
2020-08-30 18:15:00,0.0,0.0,2.9,0.5,2.4,0.0
2020-08-30 18:30:00,0.0,0.0,1.1,0.5,0.6,0.0
2020-08-30 18:45:00,0.2,0.0,1.0,1.5,0.2,0.5
2020-08-30 19:0:00,0.4,0.0,1.0,2.0,0.0,0.7
2020-08-30 19:15:00,0.2,0.0,0.7,1.1,0.0,0.2
2020-08-30 19:30:00,0.0,0.0,0.3,0.3,0.0,0.0
2020-08-30 19:45:00,0.0,0.1,0.0,0.3,0.0,0.3
2020-08-30 20:0:00,0.0,0.0,0.0,0.3,0.0,0.3
2020-08-30 20:15:00,0.0,0.0,0.0,0.3,0.0,0.3
2020-08-30 20:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-30 20:45:00,0.6,0.1,0.0,1.1,0.0,0.5
2020-08-30 21:0:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-08-30 21:15:00,1.1,0.0,0.0,1.5,0.0,0.4
2020-08-30 21:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 21:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 22:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 22:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 22:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 22:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-08-30 23:0:00,1.6,0.0,0.0,2.1,0.0,0.4
2020-08-30 23:15:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-08-30 23:30:00,0.1,0.1,0.0,0.5,0.0,0.5
2020-08-30 23:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-30 24:0:00,0.0,0.1,0.0,0.4,0.0,0.5
