date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-08-27 0:0:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-08-27 0:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 0:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 1:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 1:15:00,0.0,0.2,0.0,0.5,0.0,0.6
2020-08-27 1:30:00,0.2,0.1,0.0,0.6,0.0,0.6
2020-08-27 1:45:00,1.6,0.0,0.0,2.1,0.0,0.5
2020-08-27 2:0:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-08-27 2:15:00,0.5,0.1,0.0,0.9,0.0,0.5
2020-08-27 2:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 2:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 3:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 3:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 3:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 3:45:00,1.3,0.0,0.0,1.9,0.0,0.5
2020-08-27 4:0:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-08-27 4:15:00,0.8,0.0,0.0,1.2,0.0,0.5
2020-08-27 4:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 4:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 5:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 5:45:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-08-27 6:0:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-08-27 6:15:00,0.0,0.1,0.0,1.5,0.0,1.7
2020-08-27 6:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-27 6:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 7:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 7:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 7:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 7:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-27 8:0:00,0.0,0.0,0.0,2.0,0.0,2.1
2020-08-27 8:15:00,1.0,0.0,0.0,1.9,0.0,0.9
2020-08-27 8:30:00,0.4,0.0,0.0,0.7,0.0,0.2
