date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-09-21 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 0:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 0:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-21 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 1:15:00,0.0,0.1,0.0,0.8,0.0,0.9
2020-09-21 1:30:00,0.0,0.1,0.0,1.9,0.0,2.1
2020-09-21 1:45:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-09-21 2:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 2:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 3:0:00,0.0,0.1,0.0,1.9,0.0,2.1
2020-09-21 3:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-09-21 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 3:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 4:30:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-09-21 4:45:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-09-21 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-21 6:0:00,0.0,0.1,0.0,0.9,0.0,1.1
2020-09-21 6:15:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-09-21 6:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-21 6:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 7:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-21 7:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-21 7:45:00,0.0,0.1,0.0,2.0,0.0,2.0
2020-09-21 8:0:00,0.0,0.0,0.0,0.7,0.0,0.7
2020-09-21 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21 8:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-09-21 8:45:00,0.0,0.1,0.1,0.2,0.0,0.2
2020-09-21 9:0:00,0.0,0.5,0.5,0.1,0.0,0.1
2020-09-21 9:15:00,0.0,0.9,1.5,1.4,0.0,0.8
2020-09-21 9:30:00,0.0,1.7,2.1,1.4,0.0,1.0
