date,Production(KWh),Consumption(KWh)
2023-12-28 0:00:00,0.0,8.74
2023-12-28 1:00:00,0.0,8.69
2023-12-28 2:00:00,0.0,8.82
2023-12-28 3:00:00,0.0,8.51
2023-12-28 4:00:00,0.0,8.34
2023-12-28 5:00:00,0.0,8.15
2023-12-28 6:00:00,0.0,8.07
2023-12-28 7:00:00,0.15,8.14
2023-12-28 8:00:00,1.26,8.3
2023-12-28 9:00:00,12.05,8.29
2023-12-28 10:00:00,27.75,7.99
2023-12-28 11:00:00,35.76,7.83
2023-12-28 12:00:00,36.74,7.82
2023-12-28 13:00:00,32.57,7.74
2023-12-28 14:00:00,20.21,7.79
2023-12-28 15:00:00,7.97,7.73
2023-12-28 16:00:00,0.31,8.22
2023-12-28 17:00:00,0.0,8.39
2023-12-28 18:00:00,0.0,8.48
2023-12-28 19:00:00,0.0,8.69
2023-12-28 20:00:00,0.0,9.02
2023-12-28 21:00:00,0.0,9.14
2023-12-28 22:00:00,0.0,9.08
2023-12-28 23:00:00,0.0,8.98
