date,Production(KWh),Consumption(KWh)
2023-12-30 0:00:00,0.0,9.31
2023-12-30 1:00:00,0.0,9.35
2023-12-30 2:00:00,0.0,9.31
2023-12-30 3:00:00,0.0,9.04
2023-12-30 4:00:00,0.0,8.83
2023-12-30 5:00:00,0.0,8.61
2023-12-30 6:00:00,0.0,8.49
2023-12-30 7:00:00,0.13,8.45
2023-12-30 8:00:00,1.02,8.41
2023-12-30 9:00:00,6.78,8.29
2023-12-30 10:00:00,19.8,8.25
2023-12-30 11:00:00,26.0,8.29
2023-12-30 12:00:00,27.41,8.32
2023-12-30 13:00:00,24.48,8.24
2023-12-30 14:00:00,11.71,8.28
2023-12-30 15:00:00,6.25,8.39
2023-12-30 16:00:00,0.73,8.51
2023-12-30 17:00:00,0.0,8.73
