date,Production(KWh),Consumption(KWh)
2023-10-26 0:00:00,0.0,8.4
2023-10-26 1:00:00,0.0,8.3
2023-10-26 2:00:00,0.0,8.3
2023-10-26 3:00:00,0.0,8.1
2023-10-26 4:00:00,0.0,7.6
2023-10-26 5:00:00,0.0,7.3
2023-10-26 6:00:00,0.0,7.3
2023-10-26 7:00:00,0.3,7.5
2023-10-26 8:00:00,5.2,7.7
2023-10-26 9:00:00,22.4,8.3
2023-10-26 10:00:00,32.9,9.2
2023-10-26 11:00:00,37.9,9.8
2023-10-26 12:00:00,40.2,10.1
2023-10-26 13:00:00,38.6,10.3
2023-10-26 14:00:00,34.0,12.6
2023-10-26 15:00:00,26.3,12.9
2023-10-26 16:00:00,15.0,13.3
2023-10-26 17:00:00,3.5,13.7
2023-10-26 18:00:00,0.0,13.8
2023-10-26 19:00:00,0.0,13.7
2023-10-26 20:00:00,0.0,13.3
2023-10-26 21:00:00,0.0,12.7
2023-10-26 22:00:00,0.0,11.6
2023-10-26 23:00:00,0.0,10.6
