date,Production(KWh),Consumption(KWh)
2023-10-28 0:00:00,0.0,8.2
2023-10-28 1:00:00,0.0,8.1
2023-10-28 2:00:00,0.0,8.1
2023-10-28 3:00:00,0.0,8.0
2023-10-28 4:00:00,0.0,7.6
2023-10-28 5:00:00,0.0,7.4
2023-10-28 6:00:00,0.0,7.4
2023-10-28 7:00:00,0.2,7.4
2023-10-28 8:00:00,4.7,7.5
2023-10-28 9:00:00,23.3,7.5
2023-10-28 10:00:00,34.2,7.8
2023-10-28 11:00:00,39.1,8.2
2023-10-28 12:00:00,40.7,7.9
2023-10-28 13:00:00,39.7,8.6
2023-10-28 14:00:00,36.2,9.1
2023-10-28 15:00:00,29.2,9.5
2023-10-28 16:00:00,17.6,9.8
2023-10-28 17:00:00,3.8,10.0
2023-10-28 18:00:00,0.0,9.9
2023-10-28 19:00:00,0.0,9.7
2023-10-28 20:00:00,0.0,9.9
2023-10-28 21:00:00,0.0,10.2
2023-10-28 22:00:00,0.0,10.1
2023-10-28 23:00:00,0.0,9.7
