date,Production(KWh),Consumption(KWh)
2023-08-27 0:00:00,0.0,7.3
2023-08-27 1:00:00,0.0,6.9
2023-08-27 2:00:00,0.0,6.7
2023-08-27 3:00:00,0.0,6.6
2023-08-27 4:00:00,0.0,6.8
2023-08-27 5:00:00,0.0,4.0
2023-08-27 6:00:00,0.1,4.0
2023-08-27 7:00:00,4.0,3.9
2023-08-27 8:00:00,15.1,3.8
2023-08-27 9:00:00,26.3,3.6
2023-08-27 10:00:00,34.3,3.8
2023-08-27 11:00:00,39.2,4.2
2023-08-27 12:00:00,41.4,4.7
2023-08-27 13:00:00,30.7,5.2
2023-08-27 14:00:00,42.9,6.1
2023-08-27 15:00:00,36.6,6.8
2023-08-27 16:00:00,25.6,7.1
2023-08-27 17:00:00,14.1,7.4
2023-08-27 18:00:00,4.0,7.8
2023-08-27 19:00:00,0.4,7.8
2023-08-27 20:00:00,0.0,7.8
2023-08-27 21:00:00,0.0,7.7
2023-08-27 22:00:00,0.0,7.3
2023-08-27 23:00:00,0.0,6.8
