date,Production(KWh),Consumption(KWh)
2023-11-24 0:00:00,0.0,11.4
2023-11-24 1:00:00,0.0,10.5
2023-11-24 2:00:00,0.0,9.3
2023-11-24 3:00:00,0.0,8.4
2023-11-24 4:00:00,0.0,7.6
2023-11-24 5:00:00,0.0,7.4
2023-11-24 6:00:00,0.0,7.3
2023-11-24 7:00:00,0.0,7.5
2023-11-24 8:00:00,0.4,6.3
2023-11-24 9:00:00,3.3,6.4
2023-11-24 10:00:00,24.4,6.7
2023-11-24 11:00:00,35.7,7.0
2023-11-24 12:00:00,38.6,7.4
2023-11-24 13:00:00,31.1,7.9
2023-11-24 14:00:00,33.3,8.8
2023-11-24 15:00:00,24.7,9.6
2023-11-24 16:00:00,9.6,10.1
2023-11-24 17:00:00,0.8,10.4
2023-11-24 18:00:00,0.0,10.5
2023-11-24 19:00:00,0.0,10.3
2023-11-24 20:00:00,0.0,10.0
2023-11-24 21:00:00,0.0,9.7
2023-11-24 22:00:00,0.0,9.3
2023-11-24 23:00:00,0.0,8.9
