date,Production(KWh),Consumption(KWh)
2023-10-30 0:00:00,0.0,7.2
2023-10-30 1:00:00,0.0,7.0
2023-10-30 2:00:00,0.0,6.8
2023-10-30 3:00:00,0.0,6.7
2023-10-30 4:00:00,0.0,6.7
2023-10-30 5:00:00,0.0,6.7
2023-10-30 6:00:00,0.0,6.9
2023-10-30 7:00:00,0.1,7.3
2023-10-30 8:00:00,3.2,7.6
2023-10-30 9:00:00,23.1,8.0
2023-10-30 10:00:00,34.9,7.1
2023-10-30 11:00:00,39.7,7.5
2023-10-30 12:00:00,41.4,7.7
2023-10-30 13:00:00,40.2,7.9
2023-10-30 14:00:00,37.0,7.8
2023-10-30 15:00:00,29.6,7.8
2023-10-30 16:00:00,18.5,7.9
2023-10-30 17:00:00,3.7,7.9
2023-10-30 18:00:00,0.0,7.6
2023-10-30 19:00:00,0.0,7.4
2023-10-30 20:00:00,0.0,7.7
2023-10-30 21:00:00,0.0,7.9
2023-10-30 22:00:00,0.0,8.0
2023-10-30 23:00:00,0.0,8.0
