date,Production(KWh),Consumption(KWh)
2023-11-29 0:00:00,0.0,8.57
2023-11-29 1:00:00,0.0,7.94
2023-11-29 2:00:00,0.0,7.68
2023-11-29 3:00:00,0.0,15.44
2023-11-29 4:00:00,0.0,14.82
2023-11-29 5:00:00,0.0,14.03
2023-11-29 6:00:00,0.0,13.42
2023-11-29 7:00:00,0.0,12.74
2023-11-29 8:00:00,1.17,12.33
2023-11-29 9:00:00,2.34,11.88
2023-11-29 10:00:00,6.27,11.19
2023-11-29 11:00:00,10.26,10.28
2023-11-29 12:00:00,24.21,9.34
2023-11-29 13:00:00,16.78,8.82
2023-11-29 14:00:00,15.86,9.06
2023-11-29 15:00:00,11.77,9.62
2023-11-29 16:00:00,4.38,10.17
2023-11-29 17:00:00,0.78,10.67
2023-11-29 18:00:00,0.0,11.18
2023-11-29 19:00:00,0.0,11.65
2023-11-29 20:00:00,0.0,12.05
2023-11-29 21:00:00,0.0,12.45
2023-11-29 22:00:00,0.0,13.08
2023-11-29 23:00:00,0.0,13.79
