date,Production(KWh),Consumption(KWh)
2023-09-24 0:00:00,0.0,9.6
2023-09-24 1:00:00,0.0,9.3
2023-09-24 2:00:00,0.0,8.4
2023-09-24 3:00:00,0.0,7.6
2023-09-24 4:00:00,0.0,7.0
2023-09-24 5:00:00,0.0,7.0
2023-09-24 6:00:00,0.0,6.9
2023-09-24 7:00:00,2.0,6.9
2023-09-24 8:00:00,14.2,7.1
2023-09-24 9:00:00,26.5,7.5
2023-09-24 10:00:00,38.1,7.9
2023-09-24 11:00:00,41.3,8.0
2023-09-24 12:00:00,42.3,8.2
2023-09-24 13:00:00,42.1,8.6
2023-09-24 14:00:00,40.3,9.2
2023-09-24 15:00:00,35.7,10.0
2023-09-24 16:00:00,25.2,10.6
2023-09-24 17:00:00,8.2,10.6
2023-09-24 18:00:00,1.3,10.6
2023-09-24 19:00:00,0.0,10.6
2023-09-24 20:00:00,0.0,10.6
2023-09-24 21:00:00,0.0,10.2
2023-09-24 22:00:00,0.0,9.8
2023-09-24 23:00:00,0.0,6.8
