date,Production(KWh),Consumption(KWh)
2023-12-24 0:00:00,6.7812004,0.0
2023-12-24 1:00:00,9.170401,0.0
2023-12-24 2:00:00,8.327667,0.0
2023-12-24 3:00:00,8.327667,0.0
2023-12-24 4:00:00,8.284849,0.0
2023-12-24 5:00:00,8.2655,0.0
2023-12-24 6:00:00,8.24615,0.0
2023-12-24 7:00:00,8.24615,1.0677886
2023-12-24 8:00:00,8.2745,2.888608
2023-12-24 9:00:00,8.2745,4.544308
2023-12-24 10:00:00,8.199,7.8490067
2023-12-24 11:00:00,8.32965,18.874664
2023-12-24 12:00:00,8.241401,15.120467
2023-12-24 13:00:00,8.15315,9.910912
2023-12-24 14:00:00,7.8361,3.5474722
2023-12-24 15:00:00,8.213467,3.2362494
2023-12-24 16:00:00,8.188833,1.2843609
2023-12-24 17:00:00,8.1642,0.0
2023-12-24 18:00:00,8.3722,0.0
2023-12-24 19:00:00,8.192201,0.0
2023-12-24 20:00:00,8.2879,0.0
2023-12-24 21:00:00,8.1498995,0.0
2023-12-24 22:00:00,8.0119,0.0
2023-12-24 23:00:00,8.1868,0.0
