date,Production(KWh),Consumption(KWh)
2023-08-22 0:00:00,0.0,7.7
2023-08-22 1:00:00,0.0,4.8
2023-08-22 2:00:00,0.0,7.2
2023-08-22 3:00:00,0.0,6.8
2023-08-22 4:00:00,0.0,6.6
2023-08-22 5:00:00,0.0,6.9
2023-08-22 6:00:00,0.6,6.8
2023-08-22 7:00:00,4.9,6.8
2023-08-22 8:00:00,16.4,6.8
2023-08-22 9:00:00,27.3,6.8
2023-08-22 10:00:00,35.3,11.7
2023-08-22 11:00:00,39.0,8.3
2023-08-22 12:00:00,40.8,11.9
2023-08-22 13:00:00,43.1,11.9
2023-08-22 14:00:00,42.7,12.0
2023-08-22 15:00:00,35.6,12.1
2023-08-22 16:00:00,13.8,12.1
2023-08-22 17:00:00,16.6,6.8
2023-08-22 18:00:00,6.5,9.4
2023-08-22 19:00:00,1.1,12.1
2023-08-22 20:00:00,0.0,6.9
2023-08-22 21:00:00,0.0,10.4
2023-08-22 22:00:00,0.0,11.1
2023-08-22 23:00:00,0.0,7.7
