date,Production(KWh),Consumption(KWh)
2023-11-25 0:00:00,0.0,6.4
2023-11-25 1:00:00,0.0,6.5
2023-11-25 2:00:00,0.0,6.8
2023-11-25 3:00:00,0.0,7.1
2023-11-25 4:00:00,0.0,6.5
2023-11-25 5:00:00,0.0,6.7
2023-11-25 6:00:00,0.0,7.8
2023-11-25 7:00:00,0.0,6.4
2023-11-25 8:00:00,0.6,6.6
2023-11-25 9:00:00,5.6,6.4
2023-11-25 10:00:00,19.9,6.2
2023-11-25 11:00:00,28.9,6.1
2023-11-25 12:00:00,37.8,6.0
2023-11-25 13:00:00,31.5,6.6
2023-11-25 14:00:00,28.5,6.5
2023-11-25 15:00:00,20.8,6.4
2023-11-25 16:00:00,8.1,6.4
2023-11-25 17:00:00,0.7,6.4
2023-11-25 18:00:00,0.0,6.5
2023-11-25 19:00:00,0.0,7.5
2023-11-25 20:00:00,0.0,7.7
2023-11-25 21:00:00,0.0,7.6
2023-11-25 22:00:00,0.0,7.4
2023-11-25 23:00:00,0.0,7.6
