date,Production(KWh),Consumption(KWh)
2023-10-21 0:00:00,0.0,8.8
2023-10-21 1:00:00,0.0,8.04
2023-10-21 2:00:00,0.0,7.37
2023-10-21 3:00:00,0.0,6.92
2023-10-21 4:00:00,0.0,6.66
2023-10-21 5:00:00,0.0,6.64
2023-10-21 6:00:00,0.0,6.52
2023-10-21 7:00:00,0.26,6.55
2023-10-21 8:00:00,7.91,6.76
2023-10-21 9:00:00,25.79,6.97
2023-10-21 10:00:00,35.29,7.01
2023-10-21 11:00:00,39.64,7.26
2023-10-21 12:00:00,41.32,7.94
2023-10-21 13:00:00,41.79,8.58
2023-10-21 14:00:00,38.56,9.02
2023-10-21 15:00:00,26.9,9.62
2023-10-21 16:00:00,18.17,9.85
2023-10-21 17:00:00,3.1,9.93
2023-10-21 18:00:00,0.16,7.42
2023-10-21 19:00:00,0.0,7.58
2023-10-21 20:00:00,0.0,7.62
2023-10-21 21:00:00,0.0,7.47
2023-10-21 22:00:00,0.0,7.42
2023-10-21 23:00:00,0.0,6.99
